image_path,split,label,class_name,episode_id,capture_timestamp,snn_left,snn_straight,snn_right,snn_source,steering
..\..\..\carla_data\straight\STRAIGHT_2297_20260404_030659_042573.png,test,1,straight,time_group_001,2026-04-04T03:06:59.042573,,,,,
..\..\..\carla_data\straight\STRAIGHT_2342_20260404_030700_595800.png,test,1,straight,time_group_001,2026-04-04T03:07:00.595800,,,,,
..\..\..\carla_data\straight\STRAIGHT_2390_20260404_030701_978860.png,test,1,straight,time_group_001,2026-04-04T03:07:01.978860,,,,,
..\..\..\carla_data\straight\STRAIGHT_2435_20260404_030703_435218.png,test,1,straight,time_group_001,2026-04-04T03:07:03.435218,,,,,
..\..\..\carla_data\straight\STRAIGHT_2481_20260404_030704_953326.png,test,1,straight,time_group_001,2026-04-04T03:07:04.953326,,,,,
..\..\..\carla_data\straight\STRAIGHT_2532_20260404_030706_378053.png,test,1,straight,time_group_001,2026-04-04T03:07:06.378053,,,,,
..\..\..\carla_data\straight\STRAIGHT_2714_20260404_030711_259930.png,test,1,straight,time_group_001,2026-04-04T03:07:11.259930,,,,,
..\..\..\carla_data\straight\STRAIGHT_2766_20260404_030712_528092.png,test,1,straight,time_group_001,2026-04-04T03:07:12.528092,,,,,
..\..\..\carla_data\straight\STRAIGHT_2826_20260404_030714_098167.png,test,1,straight,time_group_001,2026-04-04T03:07:14.098167,,,,,
..\..\..\carla_data\straight\STRAIGHT_2878_20260404_030715_540253.png,test,1,straight,time_group_001,2026-04-04T03:07:15.540253,,,,,
..\..\..\carla_data\straight\STRAIGHT_2908_20260404_030716_499996.png,test,1,straight,time_group_001,2026-04-04T03:07:16.499996,,,,,
..\..\..\carla_data\straight\STRAIGHT_2967_20260404_030717_728866.png,test,1,straight,time_group_001,2026-04-04T03:07:17.728866,,,,,
..\..\..\carla_data\straight\STRAIGHT_2987_20260404_030718_412785.png,test,1,straight,time_group_001,2026-04-04T03:07:18.412785,,,,,
..\..\..\carla_data\straight\STRAIGHT_3012_20260404_030719_066939.png,test,1,straight,time_group_001,2026-04-04T03:07:19.066939,,,,,
..\..\..\carla_data\straight\STRAIGHT_3072_20260404_030720_391763.png,test,1,straight,time_group_001,2026-04-04T03:07:20.391763,,,,,
..\..\..\carla_data\straight\STRAIGHT_3104_20260404_030721_199080.png,test,1,straight,time_group_001,2026-04-04T03:07:21.199080,,,,,
..\..\..\carla_data\straight\STRAIGHT_3143_20260404_030722_228215.png,test,1,straight,time_group_001,2026-04-04T03:07:22.228215,,,,,
..\..\..\carla_data\straight\STRAIGHT_3170_20260404_030723_160915.png,test,1,straight,time_group_001,2026-04-04T03:07:23.160915,,,,,
..\..\..\carla_data\straight\STRAIGHT_3208_20260404_030723_963622.png,test,1,straight,time_group_001,2026-04-04T03:07:23.963622,,,,,
..\..\..\carla_data\straight\STRAIGHT_3264_20260404_030725_462429.png,test,1,straight,time_group_001,2026-04-04T03:07:25.462429,,,,,
..\..\..\carla_data\straight\STRAIGHT_3313_20260404_030726_762954.png,test,1,straight,time_group_001,2026-04-04T03:07:26.762954,,,,,
..\..\..\carla_data\straight\STRAIGHT_3366_20260404_030728_154944.png,test,1,straight,time_group_001,2026-04-04T03:07:28.154944,,,,,
..\..\..\carla_data\straight\STRAIGHT_3418_20260404_030729_641029.png,test,1,straight,time_group_001,2026-04-04T03:07:29.641029,,,,,
..\..\..\carla_data\straight\STRAIGHT_3468_20260404_030731_013874.png,test,1,straight,time_group_001,2026-04-04T03:07:31.013874,,,,,
..\..\..\carla_data\straight\STRAIGHT_3522_20260404_030732_404051.png,test,1,straight,time_group_001,2026-04-04T03:07:32.404051,,,,,
..\..\..\carla_data\straight\STRAIGHT_3577_20260404_030733_820762.png,test,1,straight,time_group_001,2026-04-04T03:07:33.820762,,,,,
..\..\..\carla_data\straight\STRAIGHT_3630_20260404_030735_159353.png,test,1,straight,time_group_001,2026-04-04T03:07:35.159353,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260404_233403_853853.png,test,0,left,time_group_012,2026-04-04T23:34:03.853853,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_000208_957381.png,test,0,left,time_group_016,2026-04-05T00:02:08.957381,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_000216_821227.png,test,2,right,time_group_016,2026-04-05T00:02:16.821227,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001037_910570.png,test,0,left,time_group_021,2026-04-05T00:10:37.910570,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001045_647372.png,test,0,left,time_group_021,2026-04-05T00:10:45.647372,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_001052_833748.png,test,0,left,time_group_021,2026-04-05T00:10:52.833748,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_001104_264176.png,test,2,right,time_group_021,2026-04-05T00:11:04.264176,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004108_262543.png,test,2,right,time_group_042,2026-04-05T00:41:08.262543,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004124_979593.png,test,0,left,time_group_042,2026-04-05T00:41:24.979593,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004138_628328.png,test,2,right,time_group_042,2026-04-05T00:41:38.628328,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004155_520314.png,test,0,left,time_group_042,2026-04-05T00:41:55.520314,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004213_352437.png,test,0,left,time_group_042,2026-04-05T00:42:13.352437,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004220_993665.png,test,2,right,time_group_042,2026-04-05T00:42:20.993665,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_004237_955695.png,test,0,left,time_group_042,2026-04-05T00:42:37.955695,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_004245_170121.png,test,2,right,time_group_042,2026-04-05T00:42:45.170121,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005115_699151.png,test,2,right,time_group_049,2026-04-05T00:51:15.699151,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005123_855439.png,test,0,left,time_group_049,2026-04-05T00:51:23.855439,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005131_913068.png,test,0,left,time_group_049,2026-04-05T00:51:31.913068,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005140_155216.png,test,0,left,time_group_049,2026-04-05T00:51:40.155216,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005448_676461.png,test,0,left,time_group_053,2026-04-05T00:54:48.676461,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005910_059201.png,test,2,right,time_group_057,2026-04-05T00:59:10.059201,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_005921_218006.png,test,2,right,time_group_057,2026-04-05T00:59:21.218006,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005931_704655.png,test,0,left,time_group_057,2026-04-05T00:59:31.704655,,,,,
..\..\..\carla_data\left\MANUAL_LEFT_20260405_005937_399641.png,test,0,left,time_group_057,2026-04-05T00:59:37.399641,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010046_625560.png,test,2,right,time_group_059,2026-04-05T01:00:46.625560,,,,,
..\..\..\carla_data\right\MANUAL_RIGHT_20260405_010054_353517.png,test,2,right,time_group_059,2026-04-05T01:00:54.353517,,,,,
